brand,event_date,year,month,spike_zscore,baseline_hype,pre_drop_buzz,hype_score_t0,hype_peak,hype_peak_day,hype_lift_pct,hype_d7,hype_d30,hype_d60,hype_decay_halflife,days_since_last_event,prev_state,state_t0,state_d7,state_d30
Palace,2018-05-26,2018,5,3.05,14.4,43.71,37.33,58.67,26,307.29,10.0,14.33,11.67,1.1,232.0,VIRAL,VIRAL,HIGH,HIGH
Palace,2018-11-09,2018,11,4.82,12.11,34.86,88.25,88.25,0,628.95,17.25,4.5,4.5,0.3,167.0,VIRAL,VIRAL,HIGH,MEDIUM
Palace,2019-05-03,2019,5,3.36,13.54,13.89,54.25,54.25,0,300.59,47.75,8.33,15.0,0.5,175.0,HIGH,VIRAL,VIRAL,HIGH
Palace,2019-11-01,2019,11,3.82,17.17,26.07,57.5,81.33,28,373.69,52.0,7.33,8.0,0.5,182.0,HIGH,VIRAL,VIRAL,MEDIUM
Palace,2020-05-15,2020,5,2.83,13.41,28.1,66.67,66.67,0,397.09,28.0,6.0,6.67,0.3,196.0,VIRAL,VIRAL,VIRAL,MEDIUM
Palace,2020-10-03,2020,10,3.91,14.52,26.86,30.33,73.0,28,402.83,20.0,5.0,20.5,0.3,141.0,VIRAL,VIRAL,VIRAL,MEDIUM
Palace,2021-06-06,2021,6,3.43,10.18,23.24,31.0,40.33,26,296.24,33.33,5.67,54.33,0.3,246.0,HIGH,VIRAL,VIRAL,MEDIUM
Palace,2021-12-09,2021,12,2.6,15.3,33.95,48.33,48.33,0,215.8,13.33,14.67,5.25,0.8,186.0,VIRAL,VIRAL,HIGH,HIGH
Palace,2022-05-07,2022,5,3.05,19.68,31.05,49.0,55.33,13,181.15,17.0,22.67,24.67,0.5,149.0,VIRAL,VIRAL,HIGH,VIRAL
Palace,2023-02-04,2023,2,4.44,15.38,34.48,45.33,50.67,16,229.48,31.0,34.0,16.0,0.3,273.0,VIRAL,VIRAL,VIRAL,VIRAL
Palace,2024-03-19,2024,3,4.33,16.27,26.21,81.75,81.75,0,402.42,0.0,48.33,16.0,0.3,409.0,VIRAL,VIRAL,MEDIUM,VIRAL
Palace,2024-11-15,2024,11,4.07,17.74,25.86,61.5,61.5,0,246.58,36.0,0.0,8.5,0.3,241.0,HIGH,VIRAL,VIRAL,MEDIUM
Palace,2025-03-21,2025,3,3.3,16.57,26.57,59.25,59.25,0,257.48,28.5,1.5,7.25,0.4,126.0,HIGH,VIRAL,VIRAL,MEDIUM
Palace,2025-08-17,2025,8,3.22,8.73,38.86,75.0,75.0,0,759.23,29.75,24.75,28.25,16.9,149.0,VIRAL,VIRAL,VIRAL,VIRAL
Palace,2026-01-31,2026,1,3.09,29.28,43.75,44.75,57.25,1,95.55,49.0,40.75,27.5,10.4,167.0,VIRAL,VIRAL,VIRAL,VIRAL
Rolex,2010-04-04,2010,4,4.91,17.51,43.57,91.5,91.5,0,422.54,65.0,60.5,79.5,100.4,,MEDIUM,VIRAL,VIRAL,VIRAL
Rolex,2010-12-12,2010,12,3.62,55.22,71.36,81.0,84.5,13,53.01,70.0,15.2,13.6,21.0,252.0,VIRAL,VIRAL,VIRAL,LOW
Rolex,2011-12-04,2011,12,2.52,41.72,51.14,57.67,60.0,14,43.83,54.33,21.0,17.25,11.5,357.0,VIRAL,VIRAL,VIRAL,LOW
Rolex,2012-06-09,2012,6,3.3,46.64,54.0,58.0,62.0,22,32.94,50.33,33.5,34.0,0.3,188.0,VIRAL,VIRAL,VIRAL,HIGH
Rolex,2012-12-09,2012,12,4.23,39.17,47.89,48.75,48.75,0,24.46,31.0,24.33,28.0,12.6,183.0,VIRAL,VIRAL,MEDIUM,LOW
Rolex,2013-10-06,2013,10,2.59,43.07,51.86,54.67,65.33,28,51.68,60.0,47.33,52.33,7.5,301.0,VIRAL,VIRAL,VIRAL,VIRAL
Rolex,2014-03-17,2014,3,3.27,19.89,41.04,45.33,62.0,28,211.66,40.0,39.0,49.33,52.5,162.0,MEDIUM,VIRAL,HIGH,HIGH
Rolex,2014-11-02,2014,11,3.78,38.3,45.89,36.5,55.25,23,44.26,45.0,36.75,13.33,9.9,230.0,HIGH,HIGH,VIRAL,HIGH
Rolex,2015-07-26,2015,7,2.36,36.94,40.79,69.5,69.5,0,88.14,44.5,41.25,29.6,0.3,266.0,HIGH,VIRAL,VIRAL,HIGH
Rolex,2015-11-29,2015,11,3.29,32.47,33.74,56.4,56.4,0,73.69,21.4,20.4,17.6,0.3,126.0,MEDIUM,VIRAL,LOW,LOW
Rolex,2016-08-08,2016,8,2.79,51.21,52.76,77.33,77.33,0,51.02,51.0,38.0,36.75,0.3,253.0,VIRAL,VIRAL,VIRAL,HIGH
Rolex,2017-04-16,2017,4,2.82,34.76,39.68,46.5,46.5,0,33.77,35.75,32.75,41.6,0.3,251.0,HIGH,VIRAL,HIGH,MEDIUM
Rolex,2018-07-01,2018,7,2.92,37.72,38.57,55.75,68.25,14,80.92,42.75,38.25,50.5,0.3,441.0,HIGH,VIRAL,HIGH,HIGH
Rolex,2019-08-18,2019,8,3.69,32.74,36.57,59.4,59.4,0,81.43,35.6,27.2,29.2,0.8,413.0,HIGH,VIRAL,HIGH,MEDIUM
Rolex,2019-12-25,2019,12,2.57,33.33,39.52,48.67,63.67,9,91.0,37.67,34.67,33.4,0.3,129.0,HIGH,VIRAL,HIGH,HIGH
Rolex,2020-07-20,2020,7,2.66,30.68,38.77,43.0,46.6,7,51.91,46.6,15.17,16.17,0.3,208.0,HIGH,VIRAL,VIRAL,LOW
Rolex,2021-04-08,2021,4,5.11,27.47,39.51,58.2,58.2,0,111.88,28.8,40.25,27.5,0.5,262.0,HIGH,VIRAL,MEDIUM,HIGH
Rolex,2022-03-31,2022,3,4.12,20.17,34.17,36.5,36.5,0,80.96,20.0,27.33,21.83,31.8,357.0,MEDIUM,HIGH,LOW,MEDIUM
Rolex,2022-08-01,2022,8,3.34,29.9,49.93,50.4,71.2,19,138.12,47.0,44.4,42.6,16.6,123.0,VIRAL,VIRAL,VIRAL,VIRAL
Rolex,2023-07-04,2023,7,2.82,38.16,48.6,78.2,78.2,0,104.92,39.8,41.0,40.2,0.3,337.0,VIRAL,VIRAL,HIGH,HIGH
Rolex,2023-12-17,2023,12,2.36,36.33,42.03,41.2,56.0,14,54.15,41.8,30.8,19.0,0.3,166.0,HIGH,HIGH,HIGH,MEDIUM
Rolex,2024-07-20,2024,7,3.64,29.17,44.53,49.6,64.4,26,120.77,34.2,30.0,59.2,16.1,216.0,HIGH,VIRAL,HIGH,MEDIUM
Rolex,2025-08-17,2025,8,2.31,33.95,69.52,84.33,84.33,0,148.4,66.33,44.67,57.83,27.9,393.0,VIRAL,VIRAL,VIRAL,VIRAL
Rolex,2025-12-27,2025,12,2.95,51.01,58.31,82.0,82.0,0,60.75,66.67,40.5,45.33,1.4,132.0,VIRAL,VIRAL,VIRAL,HIGH
Supreme,2010-03-03,2010,3,3.7,2.72,17.48,33.33,33.33,0,1127.15,0.0,0.0,0.0,1.0,,HIGH,VIRAL,MEDIUM,MEDIUM
Supreme,2011-05-26,2011,5,4.32,0.0,14.29,0.0,0.0,0,,0.0,0.0,0.0,,449.0,MEDIUM,MEDIUM,MEDIUM,MEDIUM
Supreme,2012-10-26,2012,10,6.43,0.64,4.76,53.0,53.0,0,8203.33,0.0,0.0,0.0,0.3,519.0,MEDIUM,VIRAL,MEDIUM,MEDIUM
Supreme,2013-02-22,2013,2,4.99,1.98,8.38,56.0,65.0,6,3184.95,30.33,0.0,0.0,0.6,119.0,MEDIUM,VIRAL,VIRAL,MEDIUM
Supreme,2014-02-28,2014,2,3.64,2.77,24.57,19.0,51.0,6,1739.13,0.0,0.0,1.75,0.3,371.0,HIGH,HIGH,MEDIUM,MEDIUM
Supreme,2015-02-26,2015,2,4.71,2.31,19.1,64.67,64.67,0,2696.93,33.33,0.0,0.0,0.4,363.0,HIGH,VIRAL,VIRAL,MEDIUM
Supreme,2015-10-16,2015,10,3.02,11.24,13.93,43.25,43.25,0,284.63,2.75,0.0,10.75,0.3,232.0,HIGH,VIRAL,MEDIUM,MEDIUM
Supreme,2016-05-06,2016,5,3.45,11.46,19.94,28.0,31.4,3,174.01,16.2,26.0,0.0,2.8,203.0,HIGH,VIRAL,HIGH,VIRAL
Supreme,2017-01-21,2017,1,4.04,8.29,15.43,33.67,33.67,0,306.07,4.33,7.33,32.0,34.2,260.0,HIGH,VIRAL,MEDIUM,MEDIUM
Supreme,2017-12-07,2017,12,2.99,33.48,43.86,88.8,88.8,0,165.27,65.2,30.6,5.2,0.3,320.0,VIRAL,VIRAL,VIRAL,VIRAL
Supreme,2018-09-13,2018,9,2.45,19.3,33.43,82.0,82.0,0,324.93,38.4,5.2,26.6,0.3,280.0,VIRAL,VIRAL,VIRAL,MEDIUM
Supreme,2019-03-28,2019,3,2.49,20.29,28.69,60.4,68.8,27,239.02,39.2,2.0,12.2,0.6,196.0,VIRAL,VIRAL,VIRAL,MEDIUM
Supreme,2019-09-05,2019,9,4.04,9.35,22.79,55.17,55.17,0,490.0,35.5,16.17,12.17,0.3,161.0,VIRAL,VIRAL,VIRAL,HIGH
Supreme,2020-03-05,2020,3,3.71,8.63,30.49,82.8,82.8,0,859.47,32.4,3.2,24.0,0.4,182.0,VIRAL,VIRAL,VIRAL,MEDIUM
Supreme,2020-09-03,2020,9,3.91,11.35,24.54,71.8,71.8,0,532.42,43.0,17.0,10.2,0.3,182.0,VIRAL,VIRAL,VIRAL,HIGH
Supreme,2021-02-18,2021,2,3.97,7.49,16.51,32.6,52.2,14,596.99,49.4,20.0,4.8,0.4,168.0,HIGH,VIRAL,VIRAL,HIGH
Supreme,2021-11-11,2021,11,3.25,13.63,15.55,57.33,57.33,0,320.78,10.17,1.83,12.67,0.3,266.0,HIGH,VIRAL,HIGH,MEDIUM
Supreme,2022-03-11,2022,3,3.25,11.45,32.49,23.8,37.4,6,226.59,17.2,6.2,32.8,0.5,120.0,VIRAL,VIRAL,HIGH,MEDIUM
Supreme,2022-08-25,2022,8,4.29,10.82,25.43,52.8,52.8,0,387.93,51.6,9.2,5.8,11.4,167.0,HIGH,VIRAL,VIRAL,HIGH
Supreme,2023-09-01,2023,9,3.85,9.6,28.66,39.4,39.4,0,310.42,16.0,6.6,18.5,0.3,372.0,HIGH,VIRAL,HIGH,MEDIUM
Supreme,2024-04-18,2024,4,3.14,17.3,22.69,62.5,62.5,0,261.23,35.5,2.5,13.75,0.3,230.0,HIGH,VIRAL,VIRAL,MEDIUM
Supreme,2024-08-22,2024,8,4.3,9.54,16.07,66.5,66.5,0,597.4,15.67,0.0,38.4,0.5,126.0,HIGH,VIRAL,HIGH,MEDIUM
Supreme,2025-03-21,2025,3,2.84,20.77,29.34,35.6,49.0,26,135.91,21.0,29.5,38.25,0.8,211.0,VIRAL,VIRAL,VIRAL,VIRAL
Supreme,2025-12-04,2025,12,3.65,30.36,56.62,85.83,85.83,0,182.74,56.17,14.33,38.0,0.3,258.0,VIRAL,VIRAL,VIRAL,HIGH
Yeezy,2011-08-31,2011,8,5.26,0.0,25.57,39.0,39.0,0,,0.0,0.0,0.0,1.0,,MEDIUM,VIRAL,LOW,LOW
Yeezy,2012-03-12,2012,3,2.9,11.66,53.29,76.0,76.0,0,551.82,49.0,2.33,1.67,3.3,194.0,VIRAL,VIRAL,VIRAL,LOW
Yeezy,2012-10-22,2012,10,4.32,1.88,14.29,0.0,39.0,28,1971.19,0.0,0.0,0.0,0.3,224.0,MEDIUM,LOW,LOW,LOW
Yeezy,2013-06-19,2013,6,2.65,5.1,24.05,50.0,50.0,0,880.53,0.0,0.0,0.0,0.7,240.0,HIGH,VIRAL,LOW,LOW
Yeezy,2014-02-11,2014,2,4.1,6.92,21.17,47.6,47.6,0,587.52,20.4,11.5,14.25,1.8,237.0,MEDIUM,VIRAL,HIGH,MEDIUM
Yeezy,2014-07-08,2014,7,4.18,3.58,5.74,34.0,34.0,0,849.21,2.2,0.0,20.0,0.3,147.0,MEDIUM,VIRAL,LOW,LOW
Yeezy,2015-02-14,2015,2,3.75,0.16,45.18,55.75,61.25,1,37045.16,61.25,14.4,12.4,13.5,221.0,HIGH,VIRAL,VIRAL,MEDIUM
Yeezy,2015-08-24,2015,8,3.22,9.8,30.51,33.8,33.8,0,244.75,13.0,7.4,5.8,1.0,191.0,HIGH,VIRAL,MEDIUM,MEDIUM
Yeezy,2016-02-19,2016,2,4.84,12.78,28.89,100.0,100.0,0,682.29,9.2,44.2,37.0,18.5,179.0,HIGH,VIRAL,MEDIUM,VIRAL
Yeezy,2016-09-25,2016,9,4.91,14.31,30.46,30.8,41.4,20,189.38,10.6,9.8,26.0,0.3,219.0,HIGH,VIRAL,MEDIUM,MEDIUM
Yeezy,2017-02-11,2017,2,4.51,13.6,20.51,92.8,92.8,0,582.35,37.0,26.2,6.4,0.3,139.0,MEDIUM,VIRAL,VIRAL,HIGH
Yeezy,2017-06-25,2017,6,3.51,13.41,31.69,18.2,18.2,0,35.73,12.4,6.0,13.8,0.3,134.0,HIGH,HIGH,MEDIUM,MEDIUM
Yeezy,2018-09-22,2018,9,4.7,21.16,50.11,47.6,47.6,0,124.93,28.8,22.0,30.6,2.7,454.0,VIRAL,VIRAL,HIGH,HIGH
Yeezy,2019-09-23,2019,9,2.96,25.61,48.09,73.2,73.2,0,185.84,23.6,21.2,22.6,0.8,366.0,VIRAL,VIRAL,HIGH,HIGH
Yeezy,2020-10-03,2020,10,2.71,32.82,43.77,53.4,53.4,0,62.7,28.6,42.8,22.0,0.3,376.0,VIRAL,VIRAL,HIGH,VIRAL
Yeezy,2021-06-21,2021,6,2.71,39.24,50.83,90.8,90.8,0,131.38,32.8,37.2,20.2,0.9,261.0,VIRAL,VIRAL,VIRAL,VIRAL
Yeezy,2022-03-07,2022,3,3.56,34.14,57.14,94.6,94.6,0,177.13,51.0,47.8,36.4,4.4,259.0,VIRAL,VIRAL,VIRAL,VIRAL
Yeezy,2022-10-27,2022,10,5.32,26.63,43.29,67.0,67.0,0,151.64,15.4,17.8,15.6,0.8,234.0,VIRAL,VIRAL,MEDIUM,MEDIUM
Yeezy,2023-08-04,2023,8,4.23,11.44,47.77,54.4,59.2,12,417.37,29.0,25.4,14.2,5.8,281.0,VIRAL,VIRAL,HIGH,HIGH
Yeezy,2024-08-07,2024,8,5.01,23.61,41.51,71.2,71.2,0,201.59,22.4,16.8,35.8,0.4,369.0,VIRAL,VIRAL,HIGH,MEDIUM
Yeezy,2025-02-11,2025,2,3.38,36.78,45.14,83.0,83.0,0,125.69,28.5,32.5,30.0,0.3,188.0,VIRAL,VIRAL,HIGH,VIRAL
Yeezy,2025-12-01,2025,12,3.05,36.71,66.29,77.67,77.67,0,111.59,48.33,35.33,35.6,0.3,293.0,VIRAL,VIRAL,VIRAL,VIRAL
