brand,event_date,year,month,spike_zscore,baseline_hype,pre_drop_buzz,hype_score_t0,hype_peak,hype_peak_day,hype_lift_pct,hype_d7,hype_d30,hype_d60,hype_decay_halflife,days_since_last_event,prev_state,state_t0,state_d7,state_d30
Yeezy,02-06-2020,2020,6,2.33,38.77,35.2,26,68.54,10,76.76,32.9,31,28.2,0.9,111,VIRAL,HIGH,VIRAL,VIRAL
Yeezy,10-02-2021,2021,2,2.42,27.86,35.45,24.48,82.57,26,196.39,26.86,29.25,24.43,0.3,253,VIRAL,HIGH,HIGH,HIGH
Yeezy,12-11-2021,2021,11,3.27,26.09,23.51,55.93,55.93,0,114.33,55.93,42.58,20.8,0.6,275,HIGH,VIRAL,VIRAL,VIRAL
Yeezy,01-12-2021,2021,12,3.18,25.93,,21.13,42.58,11,64.23,23.38,26.08,28.46,27.8,19,,HIGH,HIGH,HIGH
Yeezy,08-01-2022,2022,1,2.95,27.8,32.54,51.14,51.14,0,83.97,19.87,28.23,39.83,22,38,VIRAL,VIRAL,MEDIUM,HIGH
Yeezy,10-02-2022,2022,2,3.42,32.08,40.49,36.75,88.92,26,177.18,16.23,20.92,21.72,0.3,33,VIRAL,VIRAL,MEDIUM,HIGH
Yeezy,09-03-2022,2022,3,2.85,32.72,40.24,39.83,52.54,23,60.58,20.92,40.74,33.9,0.3,27,VIRAL,VIRAL,HIGH,VIRAL
Yeezy,08-01-2023,2023,1,1.93,28.03,25.58,26.32,58.36,29,108.24,9.17,11.35,13.29,0.3,305,HIGH,HIGH,MEDIUM,MEDIUM
Yeezy,08-02-2023,2023,2,2.41,20.53,20.5,68.21,68.21,0,232.21,10.89,7.62,11.32,0.3,31,MEDIUM,VIRAL,MEDIUM,LOW
Yeezy,03-11-2023,2023,11,2.13,14.41,21.79,18.27,20.59,29,42.88,7.88,18.48,12.6,1.3,268,HIGH,MEDIUM,LOW,MEDIUM
Yeezy,08-03-2024,2024,3,3.32,9.89,14.99,24.12,35.18,29,255.69,8.51,8.8,9.29,0.3,126,MEDIUM,HIGH,LOW,LOW
Yeezy,08-05-2024,2024,5,4.43,10.41,12.79,58.13,58.13,0,458.31,7.34,9.67,10.8,0.3,61,MEDIUM,VIRAL,LOW,MEDIUM
Yeezy,12-01-2025,2025,1,4.4,12.2,12.84,32.84,32.86,30,169.39,32.84,32.86,25.89,0.8,249,MEDIUM,VIRAL,VIRAL,VIRAL
Yeezy,11-02-2025,2025,2,3.09,12.71,11.79,32.86,32.86,0,158.48,20.42,25.89,25.69,0.7,30,MEDIUM,VIRAL,MEDIUM,HIGH
Yeezy,11-04-2025,2025,4,2.24,14.65,9.44,46.75,46.75,0,219.07,25.69,4.73,5.47,0.6,59,LOW,VIRAL,HIGH,LOW
Yeezy,01-05-2025,2025,5,2.8,12.58,,23.83,23.83,0,89.4,23.48,6.24,6.84,0.3,20,,HIGH,HIGH,LOW
Yeezy,08-09-2025,2025,9,2.78,9.83,10.66,46.55,72.27,30,635.44,5.86,72.27,5.47,0.5,130,MEDIUM,VIRAL,LOW,VIRAL
Yeezy,09-10-2025,2025,10,3.78,10.69,19.09,24.89,36.73,30,243.73,20.64,36.73,30.83,1.5,31,MEDIUM,HIGH,MEDIUM,VIRAL
Yeezy,10-11-2025,2025,11,2.15,15.88,15.59,27.88,30.83,28,94.16,24.57,27.23,21.81,0.7,32,MEDIUM,HIGH,HIGH,HIGH
Yeezy,03-12-2026,2026,12,2.56,5.55,30.97,18.34,18.34,0,230.14,18.34,,,,388,VIRAL,MEDIUM,MEDIUM,
